Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Delhi,808.76,64,Large,2020-04-22,9,Paneer,Amul,908.36,30.7,27886.652,11,Refrigerated,2020-03-24,2020-04-04,395,34.3,13548.5,Telangana,Retail,513,56.89,152.33
Madhya Pradesh,240.09,72,Medium,2020-01-22,10,Ghee,Mother Dairy,231.23,21.96,5077.8108,65,Ambient,2019-12-05,2020-02-08,160,26.19,4190.4,Karnataka,Retail,71,29.25,62.62
Chandigarh,198.35,95,Small,2020-03-07,5,Ice Cream,Palle2patnam,426.92,32.95,14067.014000000001,24,Frozen,2020-02-08,2020-03-03,339,32.58,11044.62,Bihar,Wholesale,87,51.19,78.53
Jharkhand,897.14,66,Medium,2019-10-24,5,Ice Cream,Dodla Dairy,364.05,62.46,22738.563000000002,30,Frozen,2019-09-06,2019-10-06,71,61.24,4348.04,Tamil Nadu,Online,293,56.07,87.43
Delhi,204.51,16,Large,2021-08-27,3,Cheese,Amul,940.49,80.36,75577.7764,87,Frozen,2021-08-04,2021-10-30,531,79.16,42033.96,Haryana,Retail,409,51.51,49.43
Delhi,684.16,74,Small,2020-02-23,8,Buttermilk,Amul,797.16,30.33,24177.8628,13,Refrigerated,2020-02-20,2020-03-04,125,27.8,3475.0,Bihar,Online,672,31.54,187.02
Delhi,781.99,16,Medium,2019-12-28,10,Ghee,Mother Dairy,807.59,31.05,25075.6695,139,Ambient,2019-12-05,2020-04-22,26,26.89,699.14,Jharkhand,Online,781,56.98,186.28
Rajasthan,867.18,100,Large,2021-10-17,3,Cheese,Britannia Industries,21.55,37.98,818.4689999999999,29,Frozen,2021-09-09,2021-10-08,15,37.25,558.75,Telangana,Wholesale,6,82.67,171.62
Gujarat,305.69,45,Large,2019-01-08,3,Cheese,Passion Cheese,947.55,42.92,40668.846,42,Frozen,2019-01-02,2019-02-13,605,42.09,25464.45,Telangana,Wholesale,342,13.21,163.88
Chandigarh,424.73,71,Small,2020-03-11,3,Cheese,Britannia Industries,282.11,59.63,16822.2193,66,Frozen,2020-02-06,2020-04-12,102,60.73,6194.46,Chandigarh,Retail,180,98.34,26.59
Kerala,726.28,46,Large,2022-10-04,3,Cheese,Britannia Industries,551.59,98.06,54088.915400000005,54,Frozen,2022-08-08,2022-10-01,162,98.35,15932.7,Kerala,Online,389,32.13,100.15
Jharkhand,809.74,19,Medium,2020-07-06,7,Lassi,Sudha,317.66,75.96,24129.4536,15,Refrigerated,2020-05-10,2020-05-25,30,73.51,2205.3,Delhi,Wholesale,287,76.7,132.79
Chandigarh,910.06,95,Large,2021-06-04,8,Buttermilk,Sudha,2.29,97.35,222.9315,9,Refrigerated,2021-04-09,2021-04-18,1,97.29,97.29,Haryana,Wholesale,1,59.55,139.33
Karnataka,599.26,91,Large,2022-05-22,9,Paneer,Amul,669.98,46.9,31422.062,11,Refrigerated,2022-05-04,2022-05-15,350,47.41,16593.5,Delhi,Retail,319,46.91,69.51
Maharashtra,485.43,20,Medium,2020-09-25,3,Cheese,Britannia Industries,151.86,48.44,7356.098400000001,41,Frozen,2020-09-01,2020-10-12,22,48.34,1063.48,Telangana,Online,129,67.86,155.5
Chandigarh,257.16,87,Medium,2022-06-21,6,Curd,Mother Dairy,558.38,28.46,15891.4948,6,Refrigerated,2022-06-19,2022-06-25,73,24.62,1797.26,Bihar,Wholesale,485,70.99,59.86
Karnataka,428.93,11,Small,2019-10-28,2,Butter,Parag Milk Foods,360.11,49.34,17767.827400000002,29,Frozen,2019-10-01,2019-10-30,319,45.84,14622.96,Bihar,Retail,41,53.04,136.81
Delhi,684.05,60,Medium,2020-12-21,5,Ice Cream,Palle2patnam,531.27,92.73,49264.6671,22,Frozen,2020-11-13,2020-12-05,288,92.47,26631.36,Delhi,Retail,243,22.29,118.89
Delhi,674.46,92,Medium,2020-07-21,10,Ghee,Raj,129.37,24.16,3125.5792,148,Ambient,2020-07-10,2020-12-05,81,19.79,1602.99,Uttar Pradesh,Wholesale,48,91.67,32.63
Delhi,691.1,33,Medium,2019-01-13,2,Butter,Warana,998.52,76.47,76356.8244,38,Frozen,2018-12-16,2019-01-23,404,74.62,30146.48,Haryana,Wholesale,594,53.34,115.57
Telangana,710.47,88,Small,2021-07-04,1,Milk,Mother Dairy,527.03,84.59,44581.4677,1,Polythene Packet,2021-06-01,2021-06-02,105,88.64,9307.2,Delhi,Retail,422,37.41,128.44
Rajasthan,743.23,16,Medium,2019-11-20,10,Ghee,Mother Dairy,985.85,30.46,30028.991,98,Ambient,2019-11-04,2020-02-10,894,28.59,25559.46,Karnataka,Retail,91,65.08,75.38
Haryana,399.5,21,Small,2019-06-19,3,Cheese,Amul,476.2,68.02,32391.123999999996,28,Frozen,2019-05-22,2019-06-19,117,69.98,8187.66,Haryana,Retail,359,39.92,97.28
Uttar Pradesh,967.63,43,Medium,2019-09-25,7,Lassi,Sudha,558.68,97.11,54253.41479999999,16,Refrigerated,2019-09-04,2019-09-20,350,99.91,34968.5,Telangana,Wholesale,208,98.49,135.26
Maharashtra,291.8,84,Medium,2019-04-25,2,Butter,Parag Milk Foods,223.99,17.79,3984.7821,39,Frozen,2019-03-06,2019-04-14,213,14.91,3175.83,Bihar,Online,10,40.49,149.75
Gujarat,518.55,35,Medium,2021-11-06,3,Cheese,Passion Cheese,993.85,52.11,51789.5235,67,Refrigerated,2021-09-24,2021-11-30,848,54.14,45910.72,Bihar,Online,145,41.11,64.28
West Bengal,617.08,33,Medium,2022-05-21,6,Curd,Sudha,338.33,34.46,11658.8518,7,Refrigerated,2022-03-30,2022-04-06,25,32.78,819.5,Chandigarh,Online,313,43.03,69.27
Delhi,956.91,97,Large,2019-04-27,10,Ghee,Raj,377.14,99.13,37385.888199999994,135,Ambient,2019-04-11,2019-08-24,172,100.39,17267.08,Gujarat,Online,205,73.98,121.86
Kerala,849.47,53,Large,2022-10-23,5,Ice Cream,Amul,253.05,48.71,12326.0655,28,Frozen,2022-09-18,2022-10-16,100,44.86,4486.0,Haryana,Wholesale,153,57.76,115.5
Telangana,190.45,55,Small,2022-10-13,6,Curd,Raj,294.69,88.9,26197.941000000003,6,Refrigerated,2022-09-06,2022-09-12,46,85.45,3930.7,Madhya Pradesh,Retail,248,30.28,136.44
Rajasthan,780.71,53,Large,2019-02-06,7,Lassi,Mother Dairy,710.79,27.38,19461.4302,18,Refrigerated,2019-01-17,2019-02-04,366,24.21,8860.86,Karnataka,Online,344,81.12,149.06
Rajasthan,25.29,79,Small,2019-08-12,6,Curd,Amul,871.22,64.9,56542.17800000001,6,Refrigerated,2019-06-15,2019-06-21,558,68.56,38256.48,Telangana,Online,313,74.96,37.53
Bihar,450.38,29,Large,2020-08-06,10,Ghee,Sudha,52.88,67.34,3560.9392000000003,132,Ambient,2020-07-21,2020-11-30,31,67.87,2103.97,Bihar,Retail,21,95.96,102.24
Telangana,387.54,72,Small,2020-10-01,2,Butter,Mother Dairy,626.37,61.82,38722.193400000004,32,Refrigerated,2020-08-04,2020-09-05,43,57.35,2466.05,Maharashtra,Online,583,41.11,107.44
Delhi,121.4,91,Small,2022-08-12,2,Butter,Mother Dairy,867.69,28.88,25058.8872,33,Refrigerated,2022-08-06,2022-09-08,175,31.16,5453.0,Karnataka,Wholesale,692,51.79,20.09
Kerala,869.06,31,Small,2020-07-12,6,Curd,Raj,915.0,18.2,16653.0,7,Refrigerated,2020-06-24,2020-07-01,259,19.39,5022.01,Madhya Pradesh,Wholesale,656,23.03,83.28
Delhi,33.18,41,Large,2019-03-01,5,Ice Cream,Amul,401.64,63.76,25608.5664,27,Frozen,2019-01-08,2019-02-04,6,64.45,386.7,Delhi,Online,395,65.5,125.9
Chandigarh,296.11,15,Large,2022-07-26,3,Cheese,Amul,870.62,95.11,82804.6682,53,Refrigerated,2022-06-01,2022-07-24,589,90.55,53333.95,Uttar Pradesh,Wholesale,281,54.63,166.42
Bihar,156.13,66,Small,2020-03-01,4,Yogurt,Amul,174.93,52.01,9098.1093,30,Refrigerated,2020-02-13,2020-03-14,107,49.44,5290.08,Jharkhand,Online,67,72.4,182.09
Uttar Pradesh,784.99,35,Small,2021-12-23,6,Curd,Sudha,915.33,23.96,21931.306800000002,7,Refrigerated,2021-11-06,2021-11-13,915,22.0,20130.0,Haryana,Online,0,33.02,144.68
Rajasthan,356.11,89,Large,2021-02-25,4,Yogurt,Palle2patnam,763.93,80.36,61389.4148,24,Refrigerated,2021-01-16,2021-02-09,528,83.93,44315.04,Jharkhand,Wholesale,235,19.25,150.45
Karnataka,230.72,84,Medium,2022-12-17,3,Cheese,Amul,909.92,21.55,19608.775999999998,47,Frozen,2022-12-12,2023-01-28,413,19.84,8193.92,Chandigarh,Wholesale,496,33.47,55.09
Chandigarh,548.36,86,Medium,2021-06-26,4,Yogurt,Palle2patnam,714.38,16.14,11530.093200000001,26,Refrigerated,2021-06-07,2021-07-03,435,15.78,6864.3,Karnataka,Wholesale,279,17.3,99.21
Karnataka,106.37,85,Small,2019-07-24,5,Ice Cream,Amul,554.45,58.52,32446.414000000004,29,Frozen,2019-06-18,2019-07-17,61,57.07,3481.27,Tamil Nadu,Retail,493,56.61,192.83
Jharkhand,877.22,25,Large,2020-07-16,2,Butter,Parag Milk Foods,297.09,81.89,24328.7001,32,Refrigerated,2020-05-26,2020-06-27,83,81.53,6766.99,Gujarat,Wholesale,214,12.56,147.0
Bihar,672.3,12,Small,2019-01-25,9,Paneer,Mother Dairy,214.84,94.34,20268.0056,7,Refrigerated,2018-12-07,2018-12-14,114,91.48,10428.72,Uttar Pradesh,Retail,100,91.03,189.78
Karnataka,284.74,50,Small,2022-05-18,5,Ice Cream,Amul,958.42,67.79,64971.291800000006,28,Frozen,2022-04-25,2022-05-23,363,68.11,24723.93,Kerala,Online,595,57.4,86.47
Madhya Pradesh,466.39,99,Large,2021-08-05,10,Ghee,Sudha,14.49,96.78,1402.3422,61,Ambient,2021-06-24,2021-08-24,11,101.1,1112.1,Delhi,Retail,3,76.4,54.61
Maharashtra,50.0,88,Medium,2021-01-08,9,Paneer,Amul,925.38,77.9,72087.102,10,Refrigerated,2020-12-17,2020-12-27,855,79.49,67963.95,West Bengal,Wholesale,70,51.25,33.08
Delhi,798.08,51,Small,2021-11-08,10,Ghee,Amul,48.44,22.55,1092.322,146,Ambient,2021-09-24,2022-02-17,25,25.82,645.5,Jharkhand,Wholesale,23,83.64,148.52
Bihar,992.68,40,Small,2021-02-11,7,Lassi,Raj,777.28,70.04,54440.6912,14,Refrigerated,2020-12-22,2021-01-05,63,73.51,4631.13,Telangana,Wholesale,714,88.38,87.7
Jharkhand,47.11,20,Small,2021-03-20,10,Ghee,Amul,881.62,23.53,20744.5186,143,Ambient,2021-01-24,2021-06-16,163,19.85,3235.55,Karnataka,Online,718,72.7,29.15
Maharashtra,83.9,34,Small,2019-03-12,2,Butter,Amul,740.01,95.64,70774.5564,26,Refrigerated,2019-01-14,2019-02-09,303,95.92,29063.76,Jharkhand,Wholesale,437,76.67,126.16
Tamil Nadu,229.2,12,Large,2020-09-23,8,Buttermilk,Sudha,712.68,12.93,9214.952399999998,11,Refrigerated,2020-08-07,2020-08-18,118,8.77,1034.86,Chandigarh,Retail,594,29.42,165.95
Madhya Pradesh,225.19,43,Medium,2021-06-09,4,Yogurt,Amul,648.5,21.65,14040.025,22,Frozen,2021-05-24,2021-06-15,207,26.37,5458.59,Madhya Pradesh,Online,441,14.0,188.55
Telangana,532.85,55,Small,2019-08-01,1,Milk,Sudha,861.07,13.74,11831.1018,2,Polythene Packet,2019-07-28,2019-07-30,128,13.22,1692.16,Maharashtra,Online,733,91.23,110.85
Uttar Pradesh,989.58,100,Medium,2019-10-12,3,Cheese,Passion Cheese,934.95,59.68,55797.816,58,Frozen,2019-09-29,2019-11-26,695,57.58,40018.1,Uttar Pradesh,Wholesale,239,18.12,71.63
Telangana,241.63,58,Large,2020-01-17,1,Milk,Raj,764.46,16.5,12613.59,24,Tetra Pack,2020-01-06,2020-01-30,473,14.65,6929.45,Uttar Pradesh,Retail,291,63.47,130.14
Chandigarh,114.85,76,Large,2020-08-05,6,Curd,Mother Dairy,703.76,74.38,52345.6688,6,Refrigerated,2020-06-06,2020-06-12,693,75.68,52446.24,Uttar Pradesh,Retail,10,77.65,115.0
Kerala,167.29,64,Large,2019-12-14,10,Ghee,Mother Dairy,313.56,99.1,31073.796,71,Ambient,2019-11-17,2020-01-27,306,100.24,30673.44,Gujarat,Retail,7,21.28,198.78
Karnataka,434.6,23,Large,2021-05-17,7,Lassi,Mother Dairy,86.92,70.89,6161.7588000000005,15,Refrigerated,2021-05-14,2021-05-29,53,68.9,3651.7,Jharkhand,Online,33,77.72,23.36
Bihar,435.79,34,Large,2019-05-12,2,Butter,Amul,674.52,19.57,13200.3564,36,Frozen,2019-04-12,2019-05-18,360,15.82,5695.2,Bihar,Wholesale,314,80.73,198.66
Jharkhand,681.04,48,Medium,2019-07-04,2,Butter,Parag Milk Foods,145.12,31.69,4598.852800000001,32,Refrigerated,2019-05-29,2019-06-30,71,31.01,2201.71,Uttar Pradesh,Wholesale,74,39.56,61.1
Madhya Pradesh,664.68,36,Medium,2020-03-03,8,Buttermilk,Amul,758.09,57.62,43681.1458,11,Refrigerated,2020-02-12,2020-02-23,582,52.92,30799.44,Tamil Nadu,Wholesale,176,25.82,146.88
Rajasthan,212.92,46,Small,2020-07-03,10,Ghee,Amul,93.38,50.72,4736.2336,99,Ambient,2020-05-20,2020-08-27,13,48.92,635.96,Chandigarh,Wholesale,80,25.8,35.2
Chandigarh,282.84,20,Small,2021-07-13,3,Cheese,Amul,538.23,86.74,46686.0702,61,Refrigerated,2021-05-14,2021-07-14,372,88.27,32836.44,West Bengal,Retail,166,29.31,159.94
Maharashtra,995.38,77,Medium,2019-09-16,9,Paneer,Sudha,265.18,87.45,23189.991,14,Refrigerated,2019-08-01,2019-08-15,32,88.98,2847.36,Delhi,Wholesale,233,99.83,191.9
Chandigarh,289.82,92,Large,2021-07-18,1,Milk,Sudha,127.95,29.78,3810.351,2,Polythene Packet,2021-06-23,2021-06-25,80,24.93,1994.4,Kerala,Retail,47,79.21,162.97
Kerala,197.1,63,Large,2019-07-18,7,Lassi,Sudha,226.64,53.46,12116.1744,14,Refrigerated,2019-06-15,2019-06-29,163,51.69,8425.47,Chandigarh,Retail,63,93.43,36.82
West Bengal,204.91,59,Large,2019-05-09,6,Curd,Sudha,228.75,53.85,12318.1875,7,Refrigerated,2019-04-27,2019-05-04,81,49.62,4019.22,Rajasthan,Wholesale,147,65.23,121.92
Jharkhand,128.81,39,Large,2020-03-17,10,Ghee,Mother Dairy,750.49,55.78,41862.332200000004,110,Ambient,2020-03-15,2020-07-03,320,58.83,18825.6,Chandigarh,Wholesale,430,28.52,80.58
Uttar Pradesh,113.89,32,Small,2020-10-16,6,Curd,Raj,449.13,73.75,33123.3375,6,Refrigerated,2020-09-05,2020-09-11,276,70.52,19463.52,Jharkhand,Retail,173,10.17,66.99
Tamil Nadu,843.75,95,Large,2022-06-17,8,Buttermilk,Raj,70.81,72.92,5163.465200000001,7,Refrigerated,2022-04-25,2022-05-02,56,70.7,3959.2,Chandigarh,Online,14,44.64,64.49
Karnataka,956.12,52,Small,2022-10-02,7,Lassi,Amul,138.34,84.02,11623.326799999999,13,Refrigerated,2022-09-23,2022-10-06,126,87.14,10979.64,Tamil Nadu,Retail,12,18.61,158.14
Haryana,977.73,98,Small,2022-02-19,3,Cheese,Britannia Industries,92.08,90.81,8361.7848,46,Frozen,2022-02-13,2022-03-31,55,88.66,4876.3,Delhi,Wholesale,37,21.56,27.35
Karnataka,292.82,39,Medium,2022-10-13,7,Lassi,Raj,915.95,70.23,64327.16850000001,18,Refrigerated,2022-10-01,2022-10-19,621,70.71,43910.91,Chandigarh,Wholesale,294,30.46,26.47
West Bengal,456.13,74,Medium,2019-04-20,6,Curd,Raj,8.74,54.38,475.2812,7,Refrigerated,2019-02-27,2019-03-06,1,58.56,58.56,Bihar,Online,7,18.22,92.22
Haryana,204.39,17,Medium,2022-09-12,4,Yogurt,Amul,41.51,23.85,990.0135,28,Frozen,2022-08-05,2022-09-02,39,25.27,985.53,Maharashtra,Online,2,90.85,44.97
Gujarat,601.85,74,Small,2019-02-02,3,Cheese,Passion Cheese,622.13,53.28,33147.0864,58,Refrigerated,2019-01-08,2019-03-07,360,51.36,18489.6,Bihar,Wholesale,262,24.39,118.58
Tamil Nadu,608.22,96,Large,2020-03-10,5,Ice Cream,Dodla Dairy,15.89,52.31,831.2059,27,Frozen,2020-01-24,2020-02-20,13,51.86,674.18,Delhi,Retail,2,78.48,153.58
Madhya Pradesh,719.02,91,Medium,2019-09-15,2,Butter,Warana,881.3,83.25,73368.22499999999,36,Frozen,2019-09-05,2019-10-11,125,86.81,10851.25,Uttar Pradesh,Retail,756,96.25,29.43
Chandigarh,855.94,45,Medium,2021-04-27,1,Milk,Sudha,316.7,44.56,14112.152,22,Tetra Pack,2021-04-26,2021-05-18,121,45.05,5451.05,Delhi,Online,195,17.21,155.99
Maharashtra,784.53,17,Large,2020-05-13,3,Cheese,Passion Cheese,589.89,10.97,6471.0933,45,Refrigerated,2020-03-31,2020-05-15,553,11.7,6470.1,Kerala,Online,36,93.14,157.24
Jharkhand,40.37,44,Medium,2019-04-21,8,Buttermilk,Amul,612.49,70.02,42886.5498,7,Refrigerated,2019-03-26,2019-04-02,461,66.57,30688.77,Kerala,Wholesale,151,26.91,69.07
Madhya Pradesh,910.98,30,Small,2022-05-13,4,Yogurt,Dodla Dairy,816.23,29.53,24103.2719,28,Refrigerated,2022-05-09,2022-06-06,1,26.77,26.77,Telangana,Wholesale,815,29.17,149.84
Bihar,47.88,44,Large,2021-02-14,6,Curd,Raj,744.9,68.75,51211.875,6,Refrigerated,2021-01-13,2021-01-19,622,63.82,39696.04,Delhi,Retail,122,29.73,107.28
West Bengal,708.08,90,Small,2019-06-28,5,Ice Cream,Amul,930.2,74.28,69095.25600000001,25,Frozen,2019-06-07,2019-07-02,601,75.83,45573.83,Karnataka,Online,329,29.42,87.56
Tamil Nadu,778.94,41,Medium,2022-07-17,3,Cheese,Britannia Industries,55.18,82.07,4528.6226,65,Frozen,2022-06-19,2022-08-23,45,79.03,3556.35,Uttar Pradesh,Wholesale,10,57.8,83.11
West Bengal,278.87,81,Medium,2020-11-08,1,Milk,Mother Dairy,913.18,70.04,63959.1272,22,Tetra Pack,2020-10-21,2020-11-12,692,68.42,47346.64,Madhya Pradesh,Retail,221,93.35,166.59
Karnataka,204.6,32,Medium,2020-01-12,9,Paneer,Amul,764.09,24.14,18445.1326,13,Refrigerated,2019-11-24,2019-12-07,390,22.91,8934.9,Chandigarh,Retail,374,23.87,35.61
Bihar,209.32,25,Medium,2022-09-03,7,Lassi,Mother Dairy,127.03,83.72,10634.9516,16,Refrigerated,2022-08-30,2022-09-15,23,83.62,1923.26,Uttar Pradesh,Online,104,55.79,94.05
Telangana,58.76,58,Small,2020-07-19,1,Milk,Raj,375.27,62.62,23499.407399999996,2,Polythene Packet,2020-06-04,2020-06-06,316,59.12,18681.92,Delhi,Online,59,75.25,44.18
Gujarat,273.2,82,Medium,2019-01-02,8,Buttermilk,Sudha,214.31,76.41,16375.427099999999,10,Refrigerated,2018-12-15,2018-12-25,64,74.39,4760.96,Chandigarh,Online,150,47.12,184.58
Telangana,967.55,84,Large,2021-05-03,1,Milk,Raj,569.38,66.12,37647.405600000006,1,Polythene Packet,2021-03-10,2021-03-11,1,66.11,66.11,Kerala,Online,568,39.76,176.25
Chandigarh,745.66,92,Medium,2022-03-03,8,Buttermilk,Mother Dairy,563.11,85.61,48207.8471,12,Refrigerated,2022-01-26,2022-02-07,543,82.71,44911.53,West Bengal,Online,20,39.98,24.32
Delhi,317.98,80,Large,2022-04-15,5,Ice Cream,Dodla Dairy,16.41,65.08,1067.9628,24,Frozen,2022-02-19,2022-03-15,10,62.71,627.1,Chandigarh,Online,6,18.27,68.07
Jharkhand,185.6,98,Medium,2020-09-22,5,Ice Cream,Amul,414.18,62.18,25753.7124,24,Frozen,2020-07-29,2020-08-22,10,66.71,667.1,Kerala,Wholesale,404,66.81,184.24
Chandigarh,194.22,85,Medium,2019-12-26,8,Buttermilk,Sudha,56.33,57.58,3243.4813999999997,9,Refrigerated,2019-12-17,2019-12-26,6,53.49,320.94,Telangana,Online,50,88.56,176.64
Rajasthan,483.43,32,Large,2022-03-06,8,Buttermilk,Raj,493.17,42.32,20870.954400000002,14,Refrigerated,2022-01-16,2022-01-30,398,41.01,16321.98,Telangana,Online,95,41.53,176.99
Bihar,473.52,84,Medium,2021-05-19,7,Lassi,Amul,326.08,97.99,31952.579199999996,12,Refrigerated,2021-04-30,2021-05-12,220,95.8,21076.0,Madhya Pradesh,Online,106,84.46,46.89
Kerala,157.17,19,Medium,2019-10-01,1,Milk,Raj,951.54,34.47,32799.5838,21,Tetra Pack,2019-09-26,2019-10-17,688,34.28,23584.64,Jharkhand,Wholesale,263,10.44,62.84
Bihar,820.17,11,Small,2021-10-09,2,Butter,Mother Dairy,577.91,64.08,37032.472799999996,37,Refrigerated,2021-09-26,2021-11-02,234,62.38,14596.92,Karnataka,Wholesale,343,77.91,161.57
Chandigarh,159.83,61,Small,2020-07-28,7,Lassi,Amul,35.79,25.0,894.75,15,Refrigerated,2020-07-02,2020-07-17,7,23.75,166.25,Uttar Pradesh,Retail,28,33.17,115.3
Haryana,313.6,28,Small,2020-03-20,8,Buttermilk,Amul,322.45,41.83,13488.083499999999,13,Refrigerated,2020-02-09,2020-02-22,149,39.53,5889.97,Kerala,Online,173,83.53,175.86
Chandigarh,554.29,72,Large,2020-07-03,8,Buttermilk,Sudha,312.71,91.53,28622.346299999997,10,Refrigerated,2020-05-21,2020-05-31,74,92.1,6815.4,Chandigarh,Online,238,31.27,124.59
Jharkhand,931.79,94,Medium,2021-04-15,1,Milk,Sudha,391.94,83.59,32762.264600000002,2,Polythene Packet,2021-02-17,2021-02-19,33,85.31,2815.23,Madhya Pradesh,Retail,358,32.5,178.79
Delhi,128.87,74,Medium,2019-10-15,5,Ice Cream,Amul,72.3,25.33,1831.3589999999997,27,Frozen,2019-08-23,2019-09-19,20,25.7,514.0,Chandigarh,Online,52,71.79,103.1
Karnataka,941.24,55,Large,2022-08-10,10,Ghee,Mother Dairy,838.49,17.76,14891.582400000001,76,Ambient,2022-07-24,2022-10-08,717,17.17,12310.89,Chandigarh,Retail,121,33.55,87.49
Bihar,299.11,69,Large,2022-09-15,6,Curd,Sudha,276.71,57.59,15935.7289,5,Refrigerated,2022-08-07,2022-08-12,156,55.85,8712.6,Tamil Nadu,Online,120,63.05,52.06
Telangana,466.78,70,Large,2022-02-15,8,Buttermilk,Raj,654.13,19.48,12742.4524,14,Refrigerated,2022-01-13,2022-01-27,414,16.5,6831.0,West Bengal,Wholesale,240,66.0,147.36
Chandigarh,357.31,13,Small,2020-06-08,3,Cheese,Britannia Industries,879.44,42.12,37042.0128,40,Frozen,2020-05-27,2020-07-06,726,45.32,32902.32,Delhi,Wholesale,153,52.7,93.35
Madhya Pradesh,737.08,23,Small,2021-10-03,3,Cheese,Amul,691.73,17.44,12063.771200000001,63,Refrigerated,2021-09-27,2021-11-29,456,14.19,6470.64,Chandigarh,Retail,235,77.49,100.75
Rajasthan,535.26,82,Medium,2021-06-05,4,Yogurt,Amul,194.76,24.4,4752.143999999999,22,Frozen,2021-04-24,2021-05-16,25,21.4,535.0,Madhya Pradesh,Online,169,65.11,188.1
Karnataka,72.99,79,Small,2022-08-05,3,Cheese,Amul,801.77,45.8,36721.066,71,Frozen,2022-08-01,2022-10-11,52,42.03,2185.56,Bihar,Retail,749,90.35,132.06
Uttar Pradesh,630.31,62,Medium,2020-05-22,6,Curd,Raj,9.63,60.5,582.615,5,Refrigerated,2020-04-04,2020-04-09,2,56.53,113.06,Telangana,Retail,7,14.85,46.99
Delhi,416.64,51,Small,2020-03-02,7,Lassi,Sudha,113.87,30.01,3417.2387000000003,14,Refrigerated,2020-02-24,2020-03-09,19,33.14,629.66,Karnataka,Retail,94,77.49,124.24
West Bengal,567.79,14,Small,2020-02-13,7,Lassi,Mother Dairy,732.87,93.02,68171.5674,17,Refrigerated,2020-01-25,2020-02-11,5,96.97,484.85,Gujarat,Retail,727,43.81,180.6
Rajasthan,652.54,23,Medium,2021-03-18,4,Yogurt,Mother Dairy,498.06,15.26,7600.3956,25,Frozen,2021-02-28,2021-03-25,372,12.23,4549.56,Uttar Pradesh,Online,126,17.99,62.07
West Bengal,358.07,16,Small,2021-06-11,8,Buttermilk,Mother Dairy,926.48,61.77,57228.6696,12,Refrigerated,2021-05-10,2021-05-22,46,59.15,2720.9,Gujarat,Wholesale,880,44.83,159.25
West Bengal,143.45,83,Small,2020-04-01,4,Yogurt,Dodla Dairy,906.38,37.99,34433.3762,23,Refrigerated,2020-03-09,2020-04-01,338,36.39,12299.82,Karnataka,Retail,568,55.71,171.07
Delhi,231.24,30,Small,2021-01-25,2,Butter,Amul,639.74,47.71,30521.9954,39,Frozen,2021-01-08,2021-02-16,385,49.08,18895.8,Madhya Pradesh,Retail,254,55.04,198.81
Gujarat,321.92,29,Large,2022-05-17,8,Buttermilk,Raj,921.72,43.25,39864.39,10,Refrigerated,2022-05-14,2022-05-24,228,44.69,10189.32,Delhi,Online,693,43.64,184.65
Kerala,798.89,55,Medium,2021-07-09,3,Cheese,Amul,477.26,65.39,31208.0314,39,Frozen,2021-05-21,2021-06-29,191,63.93,12210.63,Karnataka,Wholesale,286,82.61,123.47
Bihar,814.68,35,Medium,2019-08-17,7,Lassi,Mother Dairy,444.64,86.23,38341.3072,16,Refrigerated,2019-06-21,2019-07-07,188,90.05,16929.4,Karnataka,Online,256,93.38,41.12
Karnataka,197.33,47,Large,2022-04-23,4,Yogurt,Amul,922.15,23.65,21808.8475,23,Refrigerated,2022-03-04,2022-03-27,298,24.03,7160.94,West Bengal,Retail,624,78.75,150.85
Kerala,168.25,94,Large,2019-08-05,4,Yogurt,Dodla Dairy,475.72,78.56,37372.563200000004,22,Frozen,2019-07-16,2019-08-07,417,83.21,34698.57,Madhya Pradesh,Wholesale,58,12.36,176.55
Uttar Pradesh,733.51,82,Large,2020-12-22,7,Lassi,Sudha,700.15,43.28,30302.492,15,Refrigerated,2020-10-27,2020-11-11,263,45.18,11882.34,Delhi,Wholesale,437,82.2,199.32
Delhi,631.14,52,Large,2020-11-26,1,Milk,Sudha,717.69,13.58,9746.2302,29,Tetra Pack,2020-11-02,2020-12-01,178,11.34,2018.52,Maharashtra,Online,539,50.01,102.07
Bihar,726.5,44,Large,2020-03-11,4,Yogurt,Dodla Dairy,720.03,76.71,55233.501299999996,23,Refrigerated,2020-01-15,2020-02-07,489,77.95,38117.55,Chandigarh,Wholesale,231,33.89,180.37
Haryana,393.32,35,Medium,2020-01-09,10,Ghee,Raj,106.0,38.06,4034.36,82,Ambient,2019-12-12,2020-03-03,91,42.52,3869.32,Delhi,Retail,15,87.64,50.42
Rajasthan,951.21,81,Medium,2019-08-01,9,Paneer,Mother Dairy,100.34,42.76,4290.5384,7,Refrigerated,2019-06-03,2019-06-10,48,40.1,1924.8,Rajasthan,Wholesale,52,55.8,57.28
Telangana,987.13,13,Large,2019-06-24,1,Milk,Mother Dairy,22.45,74.82,1679.7089999999998,2,Polythene Packet,2019-04-29,2019-05-01,11,71.51,786.61,Rajasthan,Online,11,59.8,42.65
